hospital_id,Hospitalital_name,longitude,latitude,province
102,Life Grey Monument Clinic Hospital,27.397414,-32.8787,ZA-EC
103,Life St Dominic's Hospital,27.90313,-32.9983,ZA-EC
104,Life St James Hospital,27.901072,-33.0009,ZA-EC
105,Life St Mark's Hospital,27.901159,-32.9977,ZA-EC
107,NHN East London Eye Hospital,27.897928,-33.0019,ZA-EC
108,NHN Icare Gonubie Med Centre,27.993444,-32.9362,ZA-EC
118,Life Queenstown Prv Hospital,26.880087,-31.8979,ZA-EC
121,NHN Care Cure Queenstown Sub-Acute Hospital,26.858113,-31.8947,ZA-EC
141,Netcare Cuyler Hospital,25.391914,-33.765,ZA-EC
146,Life Hunterscraig Hospital,25.60982,-33.9683,ZA-EC
147,Life Mercantile Hospital,25.575102,-33.9306,ZA-EC
148,Life St George's Hospital,25.605816,-33.9678,ZA-EC
150,Netcare Greenacres Hospital,25.579902,-33.9517,ZA-EC
151,NHN Aurora Rehab Hospital,25.560195,-33.969,ZA-EC
152,NHN Icare Walmer Med Centre,25.555528,-33.9913,ZA-EC
153,Oasim Hospital,25.613479,-33.963,ZA-EC
155,Westways Hospital,25.558915,-33.9478,ZA-EC
159,Life St Mary's Hospital,28.785432,-31.5909,ZA-EC
163,NHN Crossmed Mthatha Prv Hospital,28.761941,-31.5938,ZA-EC
164,NHN Mthatha Sub-Acute Hospital,28.785204,-31.5913,ZA-EC
180,Life Isivivana Hospital,24.780218,-34.0299,ZA-EC
187,Netcare Port Alfred Hospital,26.876792,-33.5966,ZA-EC
191,NHN Riemland Clinic Hospital,28.495123,-27.2798,ZA-FS
193,Netcare Vaalpark Hospital,27.840244,-26.7732,ZA-FS
194,Sasol Infrachem Hospital,27.849385,-26.826,ZA-FS
196,Netcare Kroon Hospital,27.230333,-27.6537,ZA-FS
203,Mediclinic Welkom Hospital,26.730057,-27.9879,ZA-FS
204,NHN E Oppenheimer Hospital,26.774142,-27.9667,ZA-FS
205,NHN St Helena Hospital,26.710868,-28.0019,ZA-FS
206,NHN Welkom Med Centre,26.727098,-27.9874,ZA-FS
207,NHN Welkom Sub-Acute Hospital,26.727098,-27.9874,ZA-FS
208,RH Matjhabeng Prv Hospital,26.774171,-27.966386,ZA-FS
212,Bloemcare Psych Hospital,26.156533,-29.0864,ZA-FS
213,Bloemfontein Eye Centre,26.194441,-29.1346,ZA-FS
888,Busamed Bram Fischer International Airport Hospital,26.298006,-29.107408,ZA-FS
215,Cairnhall Hospital,26.184516,-29.118,ZA-FS
217,Life Pasteur Hospital,26.194991,-29.1344,ZA-FS
218,Life Rosepark Hospital,26.176303,-29.1538,ZA-FS
220,Mediclinic Bfn Hospital,26.203516,-29.1094,ZA-FS
222,Netcare Pelonomi Prv Hospital,26.243918,-29.1385,ZA-FS
223,Netcare Universitas Prv Hospital,26.186748,-29.1164,ZA-FS
224,NHN CareCure Victoria Hospital,26.205302,-29.1223,ZA-FS
226,NHN Hillandale HCC Hospital,26.178331,-29.0499,ZA-FS
227,NHN M-Care Optima Hospital,26.193667,-29.1346,ZA-FS
228,NHN M-Care Pentagon Park Hospital,26.215478,-29.0774,ZA-FS
235,Bethlehem Med Centre,28.319261,-28.2325,ZA-FS
237,Mediclinic Hoogland Hospital,28.322255,-28.229,ZA-FS
238,NHN Corona Hospital,28.321089,-28.2297,ZA-FS
240,Busamed Harrismith Prv Hospital,29.115483,-28.2618,ZA-FS
254,Basambilu Med Centre,28.19,-26.01,ZA-GP
255,Diepsloot Med Centre,28.01873,-25.9205,ZA-GP
256,HEALth-WorX Carlswald Med Centre,28.116646,-25.9795,ZA-GP
257,Life Fourways Hospital,27.993825,-26.0112,ZA-GP
258,Mediwell Dainfern Square Med Centre,28.013146,-25.9929,ZA-GP
259,Netcare Sunninghill Hospital,28.06941,-26.0384,ZA-GP
260,Netcare Waterfall City Hospital,28.10258,-26.0146,ZA-GP
261,NHN Icare Fourways Med Centre,28.006778,-26.0159,ZA-GP
262,Phedisong Health Care,28.240658,-25.9984,ZA-GP
263,Sunninghill Med Centre,28.080208,-26.0382,ZA-GP
264,Tanganani Health Care,28.011625,-25.9293,ZA-GP
265,HEALth-WorX Cresta Med Centre,27.974217,-26.1316,ZA-GP
266,HEALth-WorX Randridge Med Centre,27.941652,-26.1008,ZA-GP
268,Life Riverfield Lodge Hospital,27.962992,-25.9451,ZA-GP
269,Mediclinic Sandton Hospital,28.01204,-26.0772,ZA-GP
270,Mediclinic Wits D Gordon Med Centre,28.034502,-26.1796,ZA-GP
271,Netcare Milpark Hospital,28.01725,-26.1797,ZA-GP
272,Netcare Rehab Hospital,28.01224,-26.1885,ZA-GP
273,Netcare Rosebank Hospital,28.03924,-26.1462,ZA-GP
274,Netcare Sports Med and Ortho Hospital,28.03962,-26.1461,ZA-GP
275,NHN Akeso Crescent Randburg Hospital,27.958773,-26.0881,ZA-GP
276,NHN Johannesburg Eye Hospital,27.977595,-26.1395,ZA-GP
277,NHN Northcliff Medw Hospital,27.977811,-26.1398,ZA-GP
278,Parkmore Park Med Centre,28.046116,-26.0993,ZA-GP
280,Rosebank Med Dental Centre,28.03845,-26.1467,ZA-GP
282,Clinix Dr SK Matseke Mem Hospital,27.87435,-26.2055,ZA-GP
283,Clinix Tshepo-Themba Prv Hospital,27.873921,-26.2059,ZA-GP
284,Life Flora Hospital,27.920641,-26.1516,ZA-GP
285,Lifemed Hospital,27.93667,-26.2011,ZA-GP
286,Life Wilgeheuwel Hospital,27.92435,-26.0995,ZA-GP
287,Mayo Hospital,27.92086,-26.1504,ZA-GP
288,Medicare Boskruin Med Centre,27.958324,-26.0866,ZA-GP
289,Netcare Constantia Day Clinic,27.900218,-26.1476,ZA-GP
290,Netcare Olivedale Hospital,27.972147,-26.0548,ZA-GP
291,NHN Icare Wilgeheuwel Med Centre,27.894028,-26.1132,ZA-GP
292,Advanced Medgate Day Hospital,27.867123,-26.138,ZA-GP
296,Lesedi Prv Hospital,27.935847,-26.2581,ZA-GP
297,Life Poortview Hospital,27.851671,-26.0897,ZA-GP
298,Meredale Med Centre,27.96094,-26.2762,ZA-GP
299,Busamed Modderfontein Prv Hospital,28.130116,-26.0755,ZA-GP
301,Life Carstenhof Hospital,28.139385,-26.0309,ZA-GP
302,Lonehill Med Centre,28.034859,-26.0171,ZA-GP
303,Mediclinic Morningside Hospital,28.05595,-26.0956,ZA-GP
304,Midrand Med Centre,28.129635,-25.9958,ZA-GP
305,Netcare Linksfield Hospital,28.0954,-26.1594,ZA-GP
306,Netcare Linkwood Hospital,28.09689,-26.1595,ZA-GP
307,NHN Gynae Endo Med Centre,28.05654,-26.0971,ZA-GP
308,NHN Icare Northriding Med Centre,27.957387,-26.0397,ZA-GP
309,NHN Icare Sandton Day Hospital,28.06304,-26.0797,ZA-GP
310,Prime Cure Bagleyston Day Clinic,28.0866,-26.1513,ZA-GP
312,Argyle Hospital,28.0434,-26.1929,ZA-GP
314,Clinix SS Morewa Mem Hospital,28.04278,-26.2208,ZA-GP
315,Fordsburg Hospital,28.02157,-26.2099,ZA-GP
316,Life Brenthurst Hospital,28.0466,-26.1842,ZA-GP
317,Netcare Garden City Hospital,28.006889,-26.1973,ZA-GP
318,Netcare Mulbarton Hospital,28.05302,-26.298,ZA-GP
319,Netcare Park Lane Hospital,28.04638,-26.1821,ZA-GP
320,Netcare Rand Hospital,28.04998,-26.1852,ZA-GP
321,NHN Akeso Parktown Hospital,28.044005,-26.1824,ZA-GP
323,Kliptown Med Centre,27.890179,-26.2793,ZA-GP
324,NHN Lenmed Ahmed Katrada Prv Hospital,27.86371,-26.3278,ZA-GP
325,NHN Lenmed Daxina Hospital,27.841045,-26.3818,ZA-GP
326,Botshilu Hospital,28.127308,-25.485,ZA-GP
328,Mediclinic Legae Hospital,28.03835,-25.5251,ZA-GP
329,Netcare Akasia Hospital,28.10867,-25.6742,ZA-GP
331,Wisani Med Centre Hospital,27.97686,-25.6115,ZA-GP
333,Netcare Montana Hospital,28.24418,-25.6752,ZA-GP
334,NHN Icare Wonderboom Med Centre,28.1905,-25.6837,ZA-GP
335,Astrid Hospital,28.209688,-25.7475,ZA-GP
336,Curamed Hospital,28.203429,-25.7551,ZA-GP
338,Life Brooklyn Day Hospital,28.235836,-25.7698,ZA-GP
339,Life Eugene Marais Hospital,28.193922,-25.71,ZA-GP
340,Life Groenkloof Hospital,28.2164,-25.7715,ZA-GP
341,Louis Pasteur Hospital,28.19666,-25.7485,ZA-GP
342,Pretoria Gynae Hospital,28.20565,-25.7562,ZA-GP
343,Mediclinic Heart Hospital,28.20677,-25.7491,ZA-GP
344,Mediclinic Medforum Hospital,28.199664,-25.7468,ZA-GP
345,Mediclinic Muelmed Hospital,28.20768,-25.7469,ZA-GP
346,Netcare Bougainville Hospital,28.1535,-25.7152,ZA-GP
347,Netcare Femina Hospital,28.20037,-25.7401,ZA-GP
348,Netcare Jakaranda Hospital,28.21182,-25.7595,ZA-GP
349,Netcare Moot Hospital,28.21779,-25.7137,ZA-GP
350,NHN Urolocare Hospital,28.237729,-25.7442,ZA-GP
351,Peermed Pretoria Health Centre,28.191279,-25.745,ZA-GP
352,Pretoria Eye Inst Hospital,28.21113,-25.7474,ZA-GP
353,Pretoria Urolog Hospital,28.23775,-25.744,ZA-GP
360,University of Pta Med Centre,28.200165,-25.7303,ZA-GP
362,Zuid Afrikaans Hospital,28.20571,-25.762,ZA-GP
363,Erasmia Med Centre,28.09319,-25.8114,ZA-GP
364,HEALth-WorX Centurion Med Centre,28.187175,-25.8566,ZA-GP
365,HEALth-WorX Raslouw Med Centre,28.136995,-25.8693,ZA-GP
366,Medipark 24 Med Centre,28.142686,-25.8944,ZA-GP
367,Netcare Unitas Hospital,28.1959,-25.8323,ZA-GP
368,NHN Centurion Eye Hospital,28.194997,-25.831,ZA-GP
369,NHN Icare Irene Day Hospital,28.205361,-25.8851,ZA-GP
370,NHN Icare Irene Med Centre,28.205361,-25.8851,ZA-GP
371,NHN Icare Irene Sub-Acute Hospital,28.205361,-25.8851,ZA-GP
372,NHN Icare Mall@55 Med Dental Centre,28.105073,-25.8853,ZA-GP
373,NHN Vista Hospital,28.19321,-25.8439,ZA-GP
374,Clinix Cullinan Prv Hospital,28.515781,-25.6659,ZA-GP
376,Denmar Hospital,28.29974,-25.8025,ZA-GP
377,HEALth-WorX Montana Med Centre,28.241145,-25.6775,ZA-GP
378,Kloof Hospital,28.262855,-25.8111,ZA-GP
379,Life Faerie Glen Hospital,28.291695,-25.7835,ZA-GP
380,Life Wilgers Hospital,28.318918,-25.7678,ZA-GP
382,Mamelodi Med Centre,28.375033,-25.7141,ZA-GP
383,Mediclinic Kloof Hospital,28.2631,-25.8129,ZA-GP
384,Netcare Pretoria E Hospital,28.30496,-25.8209,ZA-GP
385,NHN Intercare Glenfair Med Centre,28.280361,-25.7655,ZA-GP
386,NHN Icare Hazeldean Day Hospital,28.360911,-25.7824,ZA-GP
387,NHN Icare Hazeldean Sub-Acute Hospital,28.360911,-25.7824,ZA-GP
388,NHN Icare Silver Lake Med Centre,28.353222,-25.7848,ZA-GP
389,NHN Icare Woodhill Med Centre,28.304361,-25.8193,ZA-GP
390,Phelang Prv Hospital,28.378808,-25.7139,ZA-GP
391,SAMCOR Med Centre,28.329661,-25.7372,ZA-GP
393,Life Dalview Hospital,28.354391,-26.2451,ZA-GP
394,Optiklin Eye Hospital,28.28709,-26.1785,ZA-GP
397,Life Springs Parkland Hospital,28.43466,-26.2657,ZA-GP
398,Life St Mary's Prv Hospital,28.43471,-26.2587,ZA-GP
399,Netcare N17 Prv Hospital,28.42802,-26.2713,ZA-GP
400,Harmelia Prv Hospital,28.2021,-26.1365,ZA-GP
401,Kloof Med Centre,28.13315,-26.1847,ZA-GP
402,Mediclinic Midstream Hospital,28.190883,-25.9224,ZA-GP
403,NHN Arwyp Med Centre Hospital,28.22923,-26.1065,ZA-GP
404,NHN Icare Glen Marais Med Centre,28.249774,-26.0832,ZA-GP
405,NHN Lenmed Zamokuhle Prv Hospital,28.238093,-25.9829,ZA-GP
406,Peermed Kempton Park Health Centre,28.231123,-26.106,ZA-GP
408,Dinwiddie Med Centre,28.330783,-26.1454,ZA-GP
410,Glenairs Med Centre,28.063542,-26.2878,ZA-GP
411,HEALth-WorX Boksburg Med Centre,28.248137,-26.1817,ZA-GP
412,Life Bedford Gardens Hospital,28.12093,-26.1898,ZA-GP
413,Life Glynnview Hospital,28.307291,-26.1928,ZA-GP
414,Life The Glynnwood Hospital,28.308109,-26.1954,ZA-GP
415,Netcare Linmed Hospital,28.330783,-26.1454,ZA-GP
416,Netcare Optiklin Eye Hospital,28.288496,-26.1784,ZA-GP
417,Netcare Sunward Park Hospital,28.256035,-26.2605,ZA-GP
418,NHN Care Cure Rynmed Hospital,28.347066,-26.1405,ZA-GP
419,NHN Lakeview Hospital,28.312829,-26.1843,ZA-GP
420,NHN Sunshine Hospital,28.302914,-26.2115,ZA-GP
421,Palm Springs Med Centre,28.277538,-26.2472,ZA-GP
422,Sunward Park Med Centre,28.254504,-26.2279,ZA-GP
425,Clinix Botshelong-Empilweni Prv Hospital,28.216395,-26.3455,ZA-GP
427,Life Roseacres Hospital,28.169563,-26.1789,ZA-GP
428,Netcare Clinton Hospital,28.12019,-26.2732,ZA-GP
429,Netcare Union Hospital,28.119647,-26.2698,ZA-GP
430,NHN Akeso Alberton Hospital,28.120691,-26.2656,ZA-GP
431,Peermed Germiston Health Centre,28.163673,-26.2141,ZA-GP
432,Philani Med Centre,28.21607,-26.3457,ZA-GP
434,Clinix Naledi-Nkanyezi Prv Hospital,27.842933,-26.5814,ZA-GP
435,Cormed Hospital,27.832318,-26.7022,ZA-GP
436,Hlulani Med Centre,27.846783,-26.590498,ZA-GP
438,Lakeview Med Centre,28.312829,-26.1844,ZA-GP
439,Mediclinic Emfuleni Hospital,27.838504,-26.7038,ZA-GP
440,Mediclinic Vereeniging Hospital,27.9283,-26.6678,ZA-GP
441,Midvaal Prv Hospital,27.96935,-26.6617,ZA-GP
442,NHN Care Cure Vereen Hospital,27.930458,-26.6684,ZA-GP
445,Life Suikerbosrand Hospital,28.354079,-26.5005,ZA-GP
446,Baneng Psych Hospital,27.43667,-26.2011,ZA-GP
448,Fochville Hospital,27.49689,-26.4812,ZA-GP
449,NHN Fountain Prv Hospital,27.382881,-26.3674,ZA-GP
450,Western Deep Hospital,27.41607,-26.3733,ZA-GP
452,HEALth-WorX Noordheuwel Med Centre,27.803764,-26.0815,ZA-GP
454,Netcare Bell Street Hospital,27.804736,-26.0972,ZA-GP
455,Netcare Krugersdorp Hospital,27.77518,-26.1047,ZA-GP
456,Netcare Pinehaven Hospital,27.830418,-26.0621,ZA-GP
458,Life Robinson Hospital,27.70915,-26.1606,ZA-GP
459,Medicare Greenhills Med Centre,27.692793,-26.1597,ZA-GP
460,NHN Lenmed Randfontein Prv Hospital,27.718959,-26.1679,ZA-GP
461,S Albert Med Centre,27.71868,-26.1675,ZA-GP
462,Wesmed Med Centre,27.652711,-26.3215,ZA-GP
586,Lebowakgomo Medleb Hospital,29.475437,-24.3026,ZA-LP
591,Mediclinic Limpopo Hospital,29.46334,-23.9082,ZA-LP
592,Netcare Pholoso Hospital,29.493351,-23.9016,ZA-LP
603,Life Esidimeni Shiluvana Hospital,30.27413,-24.0428,ZA-LP
604,Mediclinic Tzaneen Hospital,30.154319,-23.8242,ZA-LP
617,NHN Quality Care Prv Hospital,29.913072,-23.0447,ZA-LP
618,NHN Zoutpansberg Prv Hospital,29.897218,-23.0408,ZA-LP
624,NHN St Vincent's Hospital,28.28067,-24.8811,ZA-LP
627,Mediclinic Lephalale Hospital,27.698139,-23.6864,ZA-LP
629,Anglo Platinum Mine Hospital,28.914191,-23.971154,ZA-LP
635,Mediclinic Thabazimbi Hospital,27.407217,-24.599,ZA-LP
636,Platinum Health Amandelbult Hospital,27.387811,-25.7602,ZA-LP
637,Platinum Health Setaria Mine Hospital,27.405936,-24.7957,ZA-LP
638,Platinum Health Thabazimbi Med Centre,27.402773,-24.5827,ZA-LP
639,Platinum Health Union Mine Hospital,27.153089,-25.9405,ZA-LP
640,Swartklip Mine Hospital,27.15166,-24.9393,ZA-LP
648,Busamed Lowveld Prv Hospital,30.977583,-25.4761,ZA-MP
649,Eureka Barberton Hospital,31.051946,-25.7622,ZA-MP
650,Mediclinic Nelspruit Hospital,30.961882,-25.4935,ZA-MP
651,NHN Kiaat Prv Hospital,30.983566,-25.4035,ZA-MP
652,NHN M-Care Nelspruit Hospital,30.952268,-25.4846,ZA-MP
666,Mediclinic Highveld Hospital,29.23186,-26.4918,ZA-MP
667,Mediclinic Secunda Hospital,29.182497,-26.5073,ZA-MP
668,Winkelhaak Mine Hospital,29.126244,-26.513141,ZA-MP
671,Life Piet Retief Hospital,30.804255,-27.0202,ZA-MP
673,Ermelo Hospitaliplan Hospital,29.97482,-26.5229,ZA-MP
675,Mediclinic Ermelo Hospital,29.987844,-26.5428,ZA-MP
680,Anglo CoalHighveld Hospital,29.199753,-25.9167,ZA-MP
681,Greenside Hospital,29.178193,-25.9586,ZA-MP
683,Life Cosmos Hospital,29.232742,-25.8841,ZA-MP
684,NHN eMalahleni Day Hospital,29.215849,-25.8748,ZA-MP
685,NHN eMalahleni Prv Hospital,29.214917,-25.8754,ZA-MP
686,NHN Highveld Eye Hospital,29.240453,-25.8721,ZA-MP
689,Arnot Colliery Mine Hospital,29.774216,-25.929726,ZA-MP
690,Douglas Colliery Mine Hospital,29.8034,-25.9467,ZA-MP
691,Koornfontein Mine Hospital,29.187401,-25.8296,ZA-MP
692,Life Midmed Hospital,29.457539,-25.7628,ZA-MP
694,Middelburg Mine Hospital,29.445316,-25.73034,ZA-MP
695,Optimum Mine Hospital,29.611914,-25.988335,ZA-MP
725,Mediclinic Brits Hospital,27.782926,-25.6328,ZA-NW
727,A Saffey Mine Hospital,27.23578,-25.6639,ZA-NW
728,Impala Mine Hospital,27.20101,-25.5335,ZA-NW
730,Life La Femme Clinic Hospital,27.238413,-25.6721,ZA-NW
731,Life Peglerae Hospital,27.242302,-25.6737,ZA-NW
732,Netcare Ferncrest Hospital,27.214149,-25.6478,ZA-NW
733,NHN Medi-Care Rustenburg Hospital,27.226595,-25.6852,ZA-NW
734,RPM Mine Hospital,27.245717,-25.667397,ZA-NW
735,Duff Scott Hospital,26.80489,-26.8622,ZA-NW
737,Life Anncron Clinic Hospital,26.668083,-26.8411,ZA-NW
738,NHN Parkmed Neuro Hospital,26.660808,-26.8726,ZA-NW
739,NHN Sunningdale Hospital,26.669377,-26.8468,ZA-NW
740,NHN Wilmed Park Hospital,26.678519,-26.8309,ZA-NW
741,West Vaal Hospital,26.67205,-26.9623,ZA-NW
742,Mediclinic Potch Hospital,27.08141,-26.689,ZA-NW
743,NHN Medi-Care Potch Hospital,27.083957,-26.7273,ZA-NW
752,NHN Vryburg Prv Hospital,24.721533,-26.9468,ZA-NW
756,Clinix Victoria Prv Hospital,25.64145,-25.86,ZA-NW
700,Mediclinic Kimberley Hospital,24.771611,-28.7449,ZA-NC
701,NHN Lenmed Royal Hospital and Heart Centre,24.762109,-28.7564,ZA-NC
705,NHN Lenmed Kathu Hospital,23.054137,-27.6945,ZA-NC
709,Aggeneys (Black Mountain) Prv Hospital,18.842602,-29.2413,ZA-NC
710,Kleinsee Private Hospital,17.065233,-29.676466,ZA-NC
714,Orania Hospital,24.409905,-29.810791,ZA-NC
717,Mediclinic Upington Hospital,21.266934,-28.4399,ZA-NC
721,Lime Acres Hospital,23.57222,-28.3694,ZA-NC
762,Mediclinic Worcester Hospital,19.450696,-33.6442,ZA-WC
763,Pines Clinic Hospital,19.44804,-33.6403,ZA-WC
767,Drakenstein Hospital,18.96904,-33.7188,ZA-WC
768,Mediclinic Paarl Hospital,18.969075,-33.7187,ZA-WC
774,Mediclinic Stellenbosch Hospital,18.850752,-33.9443,ZA-WC
777,Netcare Ceres Hospital,19.3094,-33.3607,ZA-WC
782,Busamed Paardevlei Prv Hospital,18.816891,-34.094483,ZA-WC
784,E River Medi-City Clinic,?,?,ZA-WC
786,Mediclinic Strand Hospital,18.838289,-34.1137,ZA-WC
787,Mediclinic Vergelegen Hospital,18.858151,-34.0914,ZA-WC
788,Netcare Kuils River Hospital,18.674902,-33.9187,ZA-WC
789,NHN Life Path Helderberg Hospital,18.838131,-34.1127,ZA-WC
790,NHN Spescare Sub-Acute Hospital,18.838046,-34.1128,ZA-WC
791,Mediclinic Cape Gate Hospital,18.697091,-33.8494,ZA-WC
792,Mediclinic Durbanville Hospital,18.655261,-33.826,ZA-WC
793,Mediclinic Panorama Hospital,18.577052,-33.8753,ZA-WC
794,Monte Vista Hospital,18.55638,-33.8775,ZA-WC
795,NHN Icare Tyger Valley SA Hospital,18.637139,-33.8722,ZA-WC
796,NHN M-Care Cape View Hospital,18.564195,-33.8926,ZA-WC
799,Kenilworth Hospital,18.47313,-33.9948,ZA-WC
800,Life Claremont Hospital,18.466387,-33.9865,ZA-WC
801,Life Kingsbury Hospital,18.468447,-33.9861,ZA-WC
803,Mediclinic Constantiaberg Hospital,18.460908,-34.0265,ZA-WC
804,Mediclinic Const Neonatal Hospital,18.46095,-34.0266,ZA-WC
805,Melomed Tokai Priv Hospitalital,18.458959,-34.067535,ZA-WC
807,Netcare Southern Cross Hospital,18.46923,-34.0047,ZA-WC
808,Newlands Surg Hospital,18.466055,-33.9769,ZA-WC
809,NHN M-Care Newlands Hospital,18.467383,-33.9712,ZA-WC
821,Life Vincent Pallotti Hospital,18.490442,-33.9432,ZA-WC
822,Mediclinic Cape Town Hospital,18.410452,-33.9357,ZA-WC
823,Mediclinic Milnerton Hospital,18.506922,-33.8654,ZA-WC
824,Netcare Blaauwberg Hospital,18.483991,-33.8033,ZA-WC
